Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
22,571.43864,66.82619,324.38389,662.65253,752.10811,650.52621,51.86213,464.7209,699.15687,358.05088,713.55003,940.73598,939.16667,310.52779,353.83438,828.17935,4.94141,733.07373,111.79779,679.40396,685.04895,475.60575,627.57463,458.11273,79.91257,147.03915,469.17444,939.75925,177.25287,161.12695,282.65808,488.6217,558.89818,354.71176,481.60059,693.73184,901.86218,781.20131,503.32804,80.24728,6.05788,517.2409,136.24335,25.32354,659.22053,700.6081,229.61238,525.1689,627.15865,134.07119,22.9882,525.60498,36.411,867.42042,102.46637,243.43572,159.19256,377.68867,703.62285,187.72904,513.61357,414.85326,221.69285,195.38893,117.61833,748.93874,223.1242,173.2984,504.30997,528.40493,827.38279,895.71062,707.15666,895.34479,533.1559,213.86601,508.51034,937.24638,376.12163,396.11707,473.69029,208.34558,502.57304,4.18253,304.10088,985.66512,112.37352,970.83566,778.94311,98.57118,627.42459,124.74452,777.05511,534.31284,549.10328,206.26718,567.7709,899.14788,276.41459,524.63078,714.81541,805.19053,205.34327,621.34881,207.3795,346.73882,78.41919,21.78163,413.70321,179.7904,336.37609
23,457.08624,423.48362,817.88214,485.60385,332.55865,723.32156,229.73719,421.11516,359.55101,762.00664,916.45625,549.32077,153.16887,81.77449,469.24398,696.68859,728.43183,160.12323,32.91631,258.28438,426.95933,515.93575,108.10964,153.08419,526.3162,185.55746,481.99931,99.93866,87.01937,554.56904,128.77547,296.6136,629.79709,758.45555,926.22088,924.61124,54.57489,141.88385,82.16534,131.59215,13.00893,910.39607,133.79402,982.83477,259.48895,261.97451,160.20565,848.28,272.03651,570.47335,13.99663,98.3851,19.03813,592.21407,627.7561,973.95816,835.31368,835.25459,257.62964,818.03831,513.53925,589.58034,478.47889,272.5275,731.30033,316.31514,160.11408,125.82515,919.62883,505.70317,182.71866,183.56398,704.78676,58.08965,472.66066,510.89226,368.70725,321.29821,913.26882,797.40414,493.90956,643.47001,235.12277,728.43288,900.46394,204.33205,913.50923,908.61616,16.27135,256.95771,490.29832,725.45127,233.30304,36.43767,990.72926,479.52213,202.69339,994.07623,187.26876,780.81176,684.39938,267.48081,904.82888,396.95092,723.04366,578.82996,876.48162,125.13085,366.11196,998.85484,143.4801
24,253.34838,501.31338,297.99338,550.85293,10.98692,186.99222,971.84791,748.13312,569.3299,779.80913,474.48354,773.04006,925.9444,997.23514,38.42033,505.08948,745.83268,414.22839,949.46534,864.56496,680.83074,369.24825,671.7672,792.02488,154.11194,438.61869,51.99166,949.01793,603.96656,310.7714,431.97442,756.76481,871.37975,25.04297,580.39455,174.39382,128.69101,460.30204,580.78606,289.03711,523.86608,701.9047,529.26792,480.68732,104.01226,72.52538,206.91402,50.55685,766.60954,47.39105,121.80531,762.91353,531.6735,238.46611,672.68955,635.73803,595.42295,752.1488,866.99753,307.09348,681.47699,818.01994,88.59222,24.66004,594.63715,302.09633,192.33362,110.99569,292.71296,355.57478,565.25721,812.09963,242.65811,689.30759,505.50519,748.38995,408.27236,961.8336,447.27386,334.41928,788.49557,75.99699,144.74658,143.75676,878.00386,378.16341,41.91193,623.30259,141.28845,123.46664,736.68242,940.67002,909.06862,827.43541,632.58435,466.21239,603.85646,933.13036,540.64447,23.69983,73.89756,601.54515,625.11315,81.86168,250.33525,235.10655,497.20794,279.01833,160.29147,827.66454,614.61847
25,328.14403,567.22605,724.62091,235.91258,350.14042,49.22366,628.32127,873.93624,553.466,203.75482,224.89868,949.80934,138.36053,702.03092,487.72579,958.02952,920.94681,758.07742,955.93788,624.16315,544.56345,545.75455,776.48041,415.26201,144.22227,424.21585,966.86429,634.31972,795.49374,611.59668,586.54404,59.32077,18.16588,290.75559,252.91913,890.54695,483.1148,272.27038,614.78124,857.39236,966.01128,188.58255,16.9356,174.56438,468.77599,729.16553,473.49256,293.7833,905.72008,543.66639,500.79434,87.98222,683.19161,740.61325,202.97217,137.0366,409.26811,81.16338,612.11143,389.22583,517.08179,814.36326,620.99572,530.54866,825.93267,932.11076,281.0863,19.40859,3.88125,536.50766,717.68815,818.75777,276.13521,926.9777,33.51859,245.30519,509.83955,117.06715,289.69811,135.40243,380.45482,775.69615,333.18239,906.34927,376.09834,234.77034,99.46588,153.7314,958.11213,372.31449,951.24516,489.19348,378.29745,543.93005,366.78011,676.15996,478.80237,855.31995,281.78477,911.83649,174.888,279.28753,524.79639,315.09019,951.12023,827.84329,602.93099,306.50253,795.2545,444.22023,247.42308
26,236.62334,618.80549,526.82327,719.79226,699.09297,634.69654,503.66474,558.03821,707.62703,940.81746,713.03552,674.16506,325.56937,242.92416,415.55692,304.59308,37.61498,532.30511,768.29422,661.84192,291.2432,479.09484,698.26678,977.7273,213.23796,182.9242,36.54197,505.32717,478.661,793.54147,523.38107,992.67378,904.86211,407.63715,267.86475,865.19639,883.13892,989.12729,254.36071,798.98924,803.05906,516.18753,413.68314,421.84145,302.02799,512.57285,234.22639,350.84018,821.96845,251.32286,939.60818,6.22526,327.21038,363.6638,293.52872,933.44432,668.9319,581.82718,650.61262,169.45981,804.42146,705.28358,720.882,95.28529,997.67966,910.83807,780.55826,219.94338,922.40172,293.48782,649.33138,629.08891,421.45318,100.54158,798.26119,727.03202,483.06435,330.66159,227.63473,395.0316,389.86578,337.55773,340.99393,312.7757,808.90993,845.17486,316.79849,42.87655,207.71966,797.82254,531.21497,632.86192,206.45547,286.6487,667.64275,278.98386,601.78675,271.98458,77.17,293.30466,407.94277,705.80275,812.15525,520.16718,347.06061,149.87978,28.61009,923.28975,418.13052,948.65552,272.88402
27,627.67835,116.90205,948.57935,675.46549,431.46416,193.52973,897.93516,796.28752,700.67856,220.28813,877.25426,202.38526,220.94673,950.22346,30.09219,625.66449,617.40888,791.66923,364.25689,228.02325,421.93326,138.74106,957.8403,990.38007,692.17993,231.26947,496.32544,586.81768,399.83773,856.09859,832.07717,526.51149,848.6839,124.87191,887.15982,378.88495,945.46331,894.54326,184.31718,665.11811,775.9985,854.56534,662.72517,70.5777,365.04742,573.74201,838.67722,447.95021,536.23098,122.82703,56.59888,800.94637,331.47428,129.65828,96.69144,710.88372,260.03696,134.20039,345.97591,45.61672,534.72483,993.63807,296.10232,819.93408,389.69106,513.73554,42.41996,649.24209,347.9608,175.14144,124.97592,795.64022,153.91806,728.61964,463.29086,44.26421,24.47307,769.32504,26.80423,140.55006,431.06895,20.99087,682.69357,5.42437,405.40316,507.36839,709.57542,464.51725,419.65301,825.19871,603.87301,824.34651,826.01686,131.59937,687.05093,426.59938,982.33769,21.39335,258.67948,801.14256,652.38142,746.58871,600.63461,570.90537,457.09275,580.48707,905.77561,320.64284,177.14714,729.94009,465.4258
28,8.65989,17.68127,891.18838,122.42802,845.17213,833.80308,561.97866,57.01921,901.17578,498.31436,632.36194,841.9663,82.4994,412.87454,403.05987,454.20489,106.79127,831.18299,153.85804,63.28754,581.87296,302.03291,223.97249,861.34116,182.7142,983.50652,584.89246,833.53395,113.68373,252.20823,321.23546,923.97609,958.41488,823.45084,927.77627,368.39354,738.52826,203.27212,697.6566,285.40887,476.77081,755.12375,227.96162,978.74646,198.79524,355.59371,237.26082,57.60043,571.99514,676.12162,367.15354,702.36842,927.6346,661.86183,431.63441,836.90118,244.48953,378.54917,162.87077,254.71029,310.21989,896.31506,225.56736,359.81367,445.36553,392.60681,578.5052,375.67231,969.97328,486.38387,922.72905,3.74023,291.5751,315.97739,793.10592,854.41349,139.38233,217.46616,700.05932,994.03367,914.12018,458.84059,903.72043,633.46007,39.52077,569.98673,471.13517,204.86017,139.55094,38.95195,431.75997,5.88239,698.55756,332.94625,839.62438,351.67968,266.85101,995.23265,338.57493,542.92714,558.4525,966.27846,277.83781,93.28333,182.06862,164.05937,389.39914,574.40918,457.94821,716.504,360.06928
29,593.56989,654.51025,329.88404,552.98669,87.63519,561.01115,91.49092,278.33749,985.37576,190.35942,515.38667,59.12864,627.93033,39.35219,749.34671,133.17435,707.37808,897.49091,118.90871,720.92407,733.044,408.14941,726.92861,684.40684,20.72158,481.56917,34.69247,170.39844,886.66839,704.58323,130.13783,842.00991,193.94022,535.6014,961.50248,158.53244,117.08129,253.63787,133.49853,880.35714,346.63742,587.83373,807.0303,282.78671,105.77653,343.41387,196.5377,678.13417,630.80271,405.27625,161.80077,229.83458,129.62383,663.14985,546.18132,79.95373,799.79445,256.12451,653.92145,548.46844,937.64528,213.66585,166.86191,173.852,173.47382,319.6941,109.95205,167.45352,622.76932,152.07933,574.07672,684.55686,286.33747,806.81135,493.10371,608.80303,873.20794,662.57887,305.7809,232.8351,121.87677,288.84992,906.58811,539.20669,682.79673,483.54685,319.65689,46.79083,496.1327,988.45671,554.97268,870.64069,424.56542,754.49906,882.71521,297.11729,549.65135,910.89251,113.71229,611.64327,988.75214,501.98855,144.68519,398.96628,787.0155,648.64108,985.40341,655.68367,839.3552,58.17401,970.79219
30,440.99532,586.48891,209.32608,290.95508,781.17786,369.38159,71.68662,220.9655,812.60827,739.85163,371.93469,601.84338,676.73394,462.86476,360.61997,350.92754,11.55439,139.88844,344.38886,145.59678,295.33128,509.40712,637.83768,627.70446,603.99281,117.02105,79.93817,916.62361,469.13881,655.74372,458.6471,49.02975,400.5803,797.70124,506.66322,152.17455,868.20004,310.50512,87.90055,62.69294,888.59781,13.28806,663.36197,757.21298,567.95616,65.29959,496.63504,843.72776,338.50375,213.77246,302.17533,546.93407,71.95341,872.44148,735.2341,930.24459,907.77985,259.43842,30.01483,589.26039,392.52088,801.70966,402.77707,264.46841,529.72198,621.19785,404.84172,108.36484,67.68164,34.93611,382.56685,389.2258,702.18062,991.20555,204.81198,547.69585,178.01993,600.99976,867.102,286.513,709.36413,194.45597,30.59686,232.28546,252.93419,772.7453,544.15841,505.37976,167.31762,995.00888,88.36883,182.92578,729.78342,166.55385,901.95786,538.14616,203.67271,449.58181,622.81164,506.96626,803.45943,953.90284,849.19967,880.33619,941.2882,901.64186,889.05072,271.56253,430.50827,759.52297,632.01778
31,437.00772,707.85046,941.35467,705.73859,432.50657,191.44188,95.37666,459.6713,918.17888,52.89309,390.29136,757.58531,768.74544,414.6588,64.14828,345.88403,66.58356,785.21494,228.90011,112.49993,196.2684,948.56863,583.10037,854.9586,623.63167,145.20452,430.99644,719.98607,571.27646,572.58057,23.35196,751.67008,753.88863,478.11915,558.8512,770.31861,983.16452,486.81299,152.3796,470.13997,815.3459,86.09542,303.18616,807.32038,845.14395,31.64188,434.65891,713.86073,2.78811,209.8585,951.40074,304.81532,115.94513,567.09476,41.15048,213.58528,846.20092,252.94892,859.74106,841.41521,426.44756,504.7463,652.86107,779.21195,382.06177,676.73962,882.32992,12.39435,6.48972,730.43218,421.97729,587.57176,390.35405,208.43108,965.58384,92.8632,12.30149,446.65499,249.37167,817.94014,959.42777,131.81927,134.63565,746.85086,233.62873,457.29711,823.53538,464.67023,439.71314,926.93599,3.54324,308.86007,673.7366,335.34125,262.09008,901.29788,854.40388,65.45683,814.94179,105.70604,68.55771,368.78564,405.09914,633.12005,826.62066,223.09767,724.02207,542.43709,131.6337,460.28416,909.22475
32,20.97476,748.58558,967.56055,268.02274,300.01798,568.2527,568.74219,319.802,747.00939,499.32837,708.00939,726.00584,209.45953,490.60583,395.0216,820.54693,611.15351,813.66119,516.5571,737.37965,162.68096,471.82944,198.20446,860.37413,820.72528,938.82736,532.11793,276.00248,766.78958,509.61679,831.62103,597.58045,220.43407,395.55073,149.52717,929.82731,157.02723,962.4298,112.3379,132.35286,217.88192,521.86956,682.33342,981.32932,999.38377,926.44626,720.05518,134.14424,560.27307,513.05267,784.3293,20.64377,175.59986,311.13865,393.27382,757.29974,350.69883,996.72327,263.71777,732.07822,352.70422,571.83839,485.72882,84.3859,555.05685,249.25334,371.68377,39.60227,452.85475,365.07862,445.79172,92.47296,142.30222,376.60066,570.16203,930.14847,866.92644,450.01275,169.10365,544.41919,384.52521,692.56475,368.55105,288.01907,239.3099,943.5254,412.33635,691.95042,139.70576,531.99539,14.72335,280.00217,151.09093,25.65371,880.76259,105.37487,18.37394,929.57974,809.09241,384.87266,792.99171,634.1997,62.29355,900.44851,276.18833,794.72781,328.61332,245.17925,802.87354,172.39658,523.69283
33,761.50525,693.76998,305.63747,713.78173,447.36274,244.53522,853.20844,417.96259,985.50082,741.11853,991.40322,297.52589,642.07212,589.17293,500.07426,13.82486,363.94162,346.42817,529.19046,921.16211,883.49273,931.26276,294.39665,778.09498,93.40552,22.11978,273.49747,219.54812,944.93899,154.37531,437.13218,522.56467,388.222,372.74363,739.45485,975.66229,888.97957,628.26659,760.34396,434.73333,818.77093,876.55373,917.28746,858.39551,8.6212,547.91751,777.28614,357.05723,121.12493,35.8005,565.5372,431.13024,472.34684,483.14991,639.99938,949.72732,0.2659,531.13122,217.61183,763.50202,592.9967,330.1293,354.85324,524.13796,237.99176,527.38767,680.78859,176.83454,943.86417,789.16431,488.38456,733.51263,443.51992,203.78243,301.64613,742.15925,61.48097,272.95447,800.92031,302.26182,918.09358,622.59142,494.73429,82.08304,272.20462,41.16787,112.23557,5.47544,806.89468,754.84014,947.72148,760.9684,515.62434,533.74875,343.60135,205.96811,735.06155,182.48865,546.27562,485.46424,248.61863,66.76269,689.93908,367.01706,190.88947,103.88224,933.68371,95.5276,996.81038,818.23433,92.47912
34,861.00116,162.33612,333.76239,212.02057,56.04792,810.77461,221.95499,457.71014,753.08158,703.6581,353.13621,833.113,692.18173,998.24352,172.94003,707.38462,782.81177,220.09532,90.70055,718.46459,637.46389,719.52773,332.11053,7.78416,251.37535,510.45026,933.89531,766.73026,448.55731,316.26521,653.07292,931.40701,558.50979,173.34975,209.31274,71.32484,736.54574,816.64863,778.92127,25.82844,370.68707,816.65396,984.64765,323.93219,202.56949,539.91179,626.23325,186.70754,809.12723,551.30075,404.38401,59.42082,218.40129,490.69797,356.28009,756.29264,426.49659,711.65201,606.92436,138.62263,786.45447,415.48612,336.85672,61.57211,602.34004,849.34192,607.91157,790.33164,631.2988,557.2385,319.32912,73.44109,488.58023,791.26368,569.01083,796.69535,686.7771,651.26083,81.39708,161.66848,912.34668,974.58195,606.16008,837.74551,532.29442,807.02754,441.60468,882.91515,599.81347,0.36864,378.20022,863.35546,872.35684,312.21593,724.06256,698.86578,429.91235,316.28378,773.03908,176.10782,24.9034,517.1402,751.4819,465.84653,698.44138,248.23275,882.31663,268.89879,498.9465,366.06239,172.72318
35,304.59968,311.36595,703.82669,374.8164,285.27571,343.41725,435.34075,864.93039,949.55073,494.67981,206.40222,763.3975,934.30934,672.69931,289.24533,937.40722,782.70208,406.84787,696.93238,164.45561,505.13821,496.68674,622.28109,687.57101,912.22903,607.58312,686.88613,735.12535,190.74841,840.42205,206.05906,81.25396,516.70077,464.49896,227.04272,770.53074,231.61589,79.15579,18.96423,205.48466,4.23924,670.35383,628.31507,488.18504,424.08623,631.57324,600.67649,617.41635,780.90216,18.51121,244.96855,917.48995,988.31828,123.54091,868.09164,610.09316,936.44641,8.7703,114.84915,716.07448,679.96228,427.50095,375.9622,894.427,158.81075,975.44867,443.07888,60.68082,260.73408,474.69169,618.67943,499.67007,320.02599,121.6345,208.35693,432.28862,583.64647,478.18677,347.62051,44.95599,654.40524,950.16676,768.39315,732.50109,900.54023,505.14483,475.19085,80.73794,786.72393,171.13539,441.18917,545.67158,55.48258,418.87345,501.34365,64.11718,62.1696,116.4203,783.52413,115.63056,876.029,555.22094,428.96295,9.47844,128.09923,308.13342,47.42897,786.16652,161.22204,103.33293,416.70081
36,863.63929,679.22542,535.62602,321.55281,593.79326,584.92982,113.02036,715.03905,111.88041,368.47319,785.04512,19.92256,923.97972,650.71342,262.11325,947.95332,333.02811,945.67771,162.97476,254.59408,554.4084,585.57671,332.37472,772.90566,983.1933,439.19708,759.4537,671.04762,586.11409,812.87185,885.66567,880.75457,432.51212,796.65481,42.05877,649.71395,813.98866,950.08741,315.93718,530.98058,434.39748,548.03924,256.13931,61.93379,691.45974,412.48388,711.69581,936.14747,381.80291,738.72134,448.23527,418.69999,249.10086,52.86072,962.77367,909.58944,693.10346,824.35644,859.47718,343.68582,638.23878,706.10208,819.48298,583.94777,406.6863,338.4292,737.16603,617.24349,170.90088,157.89113,580.74914,714.95237,218.11536,28.13134,219.71275,371.1489,662.14188,790.62977,521.38771,546.74342,762.36787,31.59561,428.76042,909.08856,698.23667,418.15408,108.00212,254.73811,427.74903,771.71824,305.27653,221.25889,510.75679,276.32203,783.40534,690.00408,668.99389,205.74119,190.91197,227.57459,35.17272,976.24544,254.871,545.39329,93.30149,759.43654,23.35282,542.89475,489.85931,134.10341,394.84483
37,821.2005,436.21306,633.44239,370.02768,286.46151,472.70018,222.07683,65.49492,726.40454,928.15886,513.56107,124.9381,878.50647,799.89053,466.4289,484.58395,608.31676,230.8756,225.96429,913.62337,782.71606,370.91034,489.78553,824.21692,18.51789,647.46898,96.72774,197.90188,666.96122,496.62139,358.392,380.75813,915.57615,598.32915,889.17004,481.45897,153.78531,840.08138,663.8933,735.73101,539.19449,591.9184,85.03966,233.50332,485.70249,877.36991,318.8128,146.03511,253.95088,942.26928,813.54652,19.79521,123.23306,25.2962,956.60611,609.27403,686.35278,560.92015,203.2607,782.25075,198.79695,841.89543,244.38003,882.34498,393.96081,859.14415,199.20046,68.02315,488.16863,961.7921,495.38537,692.76745,872.97918,346.65906,636.30003,716.73661,846.79011,806.79137,665.98733,588.64875,982.5759,417.63007,143.77897,342.45026,690.50622,872.28634,600.92563,951.2948,28.42403,123.789,635.19043,413.59813,634.35579,163.97651,274.59989,145.4131,560.02727,779.3337,50.41301,500.46874,739.9429,375.20859,569.09794,585.27529,816.94305,604.86436,206.32765,359.8378,156.12565,679.83372,676.18369
38,889.30644,9.18366,267.08039,336.26856,88.60894,655.62132,288.23708,3.5232,789.95581,506.23845,13.7168,538.48762,565.80522,349.02552,638.26745,498.56876,399.98765,764.22162,596.14661,394.63135,316.32731,881.05443,486.04461,90.06988,692.23943,547.12007,990.46277,432.01815,544.15184,765.75588,361.82377,200.06648,36.91962,802.83535,780.73033,341.08134,274.39484,431.99027,760.04056,241.89938,655.83533,237.24827,194.39029,733.86622,233.9901,539.60013,294.40332,426.25542,960.63013,335.59999,930.22531,692.16261,662.33561,884.23385,182.67809,424.49262,264.34008,335.44986,315.03826,724.52372,595.30339,749.67055,353.70164,336.4285,340.59068,776.96531,71.51802,144.22295,47.53176,537.75065,571.18835,977.60562,302.86383,660.64524,542.14144,553.38525,886.36947,104.64769,663.67511,615.05947,967.66848,750.3553,801.44717,866.43363,427.55038,518.92382,819.54731,92.45972,881.26831,227.8503,136.4296,776.48113,490.33254,24.06054,987.32947,975.52144,188.39889,344.4694,736.09265,301.57623,445.15592,933.34221,55.60424,325.04982,186.80421,642.66597,275.87235,940.14019,534.47446,123.8891,519.27304
39,759.2557,844.54959,616.44116,138.50851,67.91258,413.96733,757.89563,248.23785,800.79004,841.07899,703.10188,294.65071,878.92952,321.00961,795.24031,733.36222,976.46031,17.22243,471.41528,649.69299,169.80485,592.29553,718.58486,673.00299,552.2689,68.05184,526.46417,999.14751,375.30516,87.72955,603.28962,326.29749,610.21707,196.0325,290.7914,764.40452,934.5026,159.73826,719.54037,341.85506,957.37887,316.17172,750.50285,171.8099,66.88788,260.46877,1.66758,518.5518,5.76448,76.13689,454.4685,905.77282,194.56423,526.35742,483.3902,49.74323,477.00101,732.42554,39.56184,112.94938,638.25336,340.13504,336.70312,264.01348,373.53425,792.55157,753.88867,659.40245,384.2864,501.72719,940.66112,820.1932,476.70708,350.13209,47.57555,578.94205,24.89927,553.28162,731.42005,928.09756,148.93196,905.80957,829.76433,646.15882,933.91078,746.74884,453.32592,460.64746,237.60728,369.86796,725.09687,67.81876,978.55208,100.85846,537.17615,680.23792,448.90074,860.75261,266.3571,542.87471,552.08733,685.88405,274.83334,497.94152,481.62564,430.77074,615.86175,62.69307,825.70513,535.76751,304.59545
40,706.42222,562.58251,384.79847,757.7076,703.61873,401.45941,628.41068,927.10574,237.30678,988.33992,695.34726,632.15637,884.13814,799.28404,950.24389,29.89938,357.45674,65.49741,210.13581,991.56306,515.94906,154.72588,705.28999,389.08646,731.96334,948.97592,837.58968,850.38758,703.2853,43.08071,67.89723,379.28763,157.92652,600.07561,540.34079,108.36355,960.51954,357.53202,647.13394,717.09792,137.97217,104.81334,140.1037,131.18522,319.74117,619.74122,404.58047,536.18919,141.77381,381.46527,220.15772,297.84119,648.63909,528.99493,86.62124,247.58979,654.50549,874.3741,181.83306,620.02021,269.64067,778.54241,576.15632,101.14655,509.90472,916.2311,912.32719,185.52643,807.8432,483.79643,244.7172,758.54827,863.50247,151.81442,244.65502,83.01673,632.71401,871.7383,793.66982,54.72927,637.68957,8.87797,553.84568,693.91044,496.2938,438.18559,337.47903,886.94291,934.65508,544.51398,340.45208,150.17523,190.64668,238.66674,642.69732,921.6388,175.71233,228.9534,789.62278,113.79814,914.73046,862.1602,856.44221,355.08852,873.92897,812.08457,721.36685,739.40365,141.78973,836.90735,239.78224
